customer_id,tenure_years,contract_type,is_active_member
15767358,1,Month-to-month,0
15767391,4,One year,1
15767414,2,Month-to-month,1
15767432,7,Two year,1
15767474,9,Two year,1
15767488,7,Two year,0
15767594,8,Two year,1
15767598,8,Two year,0
15767626,10,Two year,1
15767681,9,Two year,1
15767722,0,Month-to-month,0
15767729,5,One year,1
15767757,9,Two year,1
15767781,10,Two year,0
15767793,10,Two year,0
15767794,9,Two year,1
15767804,6,One year,0
15767818,10,Two year,0
15767821,6,One year,0
15767864,6,One year,0
15767871,7,Two year,1
15767891,6,One year,0
15767894,9,Two year,1
15767908,6,One year,0
15767921,7,Two year,0
15767954,3,One year,1
15768006,3,One year,0
15768072,2,Month-to-month,0
15768095,9,Two year,1
15768104,8,Two year,0
15768120,9,Two year,0
15768124,3,One year,0
15768137,6,One year,0
15768151,3,One year,1
15768163,7,Two year,0
15768193,5,One year,0
15768201,2,Month-to-month,1
15768219,0,Month-to-month,0
15768233,8,Two year,1
15768244,8,Two year,1
15768270,9,Two year,0
15768282,6,One year,1
15768293,3,One year,1
15768295,7,Two year,1
15768340,3,One year,1
15768342,8,Two year,1
15768359,4,One year,0
15768367,7,Two year,1
15768387,8,Two year,0
15768449,7,Two year,1
15768451,5,One year,1
15768455,8,Two year,1
15768465,8,Two year,1
15768471,6,One year,0
15768474,3,One year,0
15768476,6,One year,1
15768495,8,Two year,1
15768530,4,One year,1
15768566,8,Two year,1
15768574,1,Month-to-month,1
15768600,9,Two year,0
15768682,3,One year,1
15768746,6,One year,0
15768763,2,Month-to-month,1
15768777,4,One year,1
15768816,0,Month-to-month,0
15768881,2,Month-to-month,1
15768887,5,One year,1
15768945,1,Month-to-month,1
15769005,4,One year,1
15769051,7,Two year,1
15769064,3,One year,0
15769110,5,One year,0
15769125,10,Two year,1
15769169,7,Two year,1
15769191,8,Two year,1
15769216,2,Month-to-month,0
15769246,2,Month-to-month,0
15769254,9,Two year,0
15769272,6,One year,0
15769308,9,Two year,0
15769312,10,Two year,1
15769346,1,Month-to-month,0
15769353,8,Two year,0
15769356,3,One year,1
15769389,9,Two year,0
15769402,7,Two year,1
15769412,4,One year,0
15769451,1,Month-to-month,1
15769499,3,One year,1
15769504,1,Month-to-month,1
15769516,9,Two year,0
15769522,1,Month-to-month,1
15769548,7,Two year,0
15769582,3,One year,1
15769586,1,Month-to-month,1
15769596,2,Month-to-month,0
15769645,3,One year,1
15769703,8,Two year,0
15769781,8,Two year,1
15769783,8,Two year,1
15769818,3,One year,1
15769829,3,One year,1
15769902,6,One year,1
15769915,0,Month-to-month,1
15769917,1,Month-to-month,1
15769948,0,Month-to-month,1
15769955,1,Month-to-month,0
15769959,4,One year,0
15769974,8,Two year,0
15769980,3,One year,1
15770030,3,One year,1
15770039,4,One year,0
15770041,8,Two year,1
15770091,9,Two year,0
15770101,6,One year,1
15770121,9,Two year,0
15770159,6,One year,1
15770174,6,One year,0
15770185,10,Two year,0
15770214,7,Two year,0
15770225,9,Two year,1
15770255,10,Two year,0
15770291,8,Two year,0
15770309,10,Two year,1
15770345,1,Month-to-month,1
15770375,8,Two year,0
15770405,5,One year,0
15770406,9,Two year,1
15770420,10,Two year,1
15770424,7,Two year,0
15770435,6,One year,1
15770474,1,Month-to-month,1
15770498,4,One year,1
15770516,7,Two year,1
15770525,1,Month-to-month,0
15770539,1,Month-to-month,1
15770543,7,Two year,0
15770548,3,One year,0
15770554,4,One year,1
15770567,3,One year,1
15770576,7,Two year,1
15770631,5,One year,1
15770711,4,One year,1
15770719,6,One year,1
15770811,9,Two year,1
15770968,8,Two year,0
15770974,8,Two year,0
15770984,7,Two year,1
15770995,1,Month-to-month,0
15771000,4,One year,0
15771054,5,One year,0
15771059,2,Month-to-month,0
15771086,3,One year,0
15771087,0,Month-to-month,1
15771139,8,Two year,0
15771154,8,Two year,1
15771211,10,Two year,1
15771222,5,One year,0
15771270,8,Two year,1
15771299,1,Month-to-month,1
15771323,5,One year,1
15771383,6,One year,0
15771409,7,Two year,0
15771417,7,Two year,0
15771442,4,One year,1
15771477,9,Two year,0
15771483,6,One year,1
15771509,1,Month-to-month,1
15771535,9,Two year,0
15771540,9,Two year,0
15771543,2,Month-to-month,1
15771569,4,One year,1
15771573,9,Two year,1
15771580,0,Month-to-month,1
15771636,0,Month-to-month,0
15771668,10,Two year,0
15771674,5,One year,0
15771702,5,One year,0
15771728,7,Two year,0
15771742,9,Two year,0
15771749,5,One year,1
15771750,10,Two year,0
15771855,5,One year,1
15771856,1,Month-to-month,0
15771857,7,Two year,1
15771873,2,Month-to-month,0
15771942,9,Two year,0
15771966,8,Two year,0
15771977,1,Month-to-month,0
15771997,10,Two year,0
15772009,5,One year,1
15772030,3,One year,1
15772073,10,Two year,0
15772148,5,One year,1
15772216,1,Month-to-month,1
15772243,9,Two year,0
15772250,9,Two year,0
15772262,9,Two year,1
15772329,8,Two year,0
15772337,0,Month-to-month,1
15772341,6,One year,1
15772363,0,Month-to-month,0
15772381,8,Two year,0
15772383,9,Two year,0
15772412,6,One year,1
15772421,1,Month-to-month,1
15772423,8,Two year,0
15772479,4,One year,0
15772482,3,One year,0
15772503,4,One year,0
15772528,7,Two year,0
15772559,10,Two year,1
15772573,2,Month-to-month,1
15772601,2,Month-to-month,0
15772604,1,Month-to-month,0
15772618,7,Two year,1
15772632,1,Month-to-month,0
15772650,9,Two year,1
15772777,10,Two year,1
15772781,3,One year,1
15772798,5,One year,1
15772892,2,Month-to-month,0
15772896,6,One year,0
15772933,8,Two year,1
15772941,3,One year,1
15772995,2,Month-to-month,0
15772996,0,Month-to-month,1
15773013,0,Month-to-month,1
15773017,6,One year,1
15773039,3,One year,1
15773071,6,One year,1
15773098,5,One year,0
15773146,3,One year,1
15773221,8,Two year,0
15773242,1,Month-to-month,1
15773260,0,Month-to-month,0
15773273,5,One year,1
15773276,4,One year,0
15773277,5,One year,0
15773283,6,One year,0
15773322,4,One year,0
15773338,2,Month-to-month,1
15773394,3,One year,1
15773421,4,One year,0
15773447,8,Two year,0
15773456,3,One year,1
15773469,9,Two year,0
15773487,8,Two year,0
15773503,4,One year,0
15773512,4,One year,1
15773520,4,One year,1
15773591,7,Two year,1
15773605,3,One year,0
15773639,4,One year,0
15773709,0,Month-to-month,1
15773723,9,Two year,1
15773731,5,One year,0
15773751,1,Month-to-month,0
15773776,6,One year,1
15773779,2,Month-to-month,1
15773789,7,Two year,0
15773792,4,One year,1
15773804,5,One year,0
15773809,4,One year,0
15773852,4,One year,1
15773868,3,One year,0
15773869,4,One year,1
15773876,3,One year,0
15773890,5,One year,1
15773906,4,One year,0
15773934,6,One year,0
15773949,3,One year,1
15773972,4,One year,0
15773973,2,Month-to-month,1
15774098,3,One year,1
15774104,2,Month-to-month,1
15774127,3,One year,0
15774133,8,Two year,1
15774151,7,Two year,0
15774155,0,Month-to-month,1
15774164,5,One year,0
15774166,2,Month-to-month,1
15774179,6,One year,1
15774192,8,Two year,0
15774224,5,One year,0
15774250,1,Month-to-month,0
15774258,1,Month-to-month,1
15774262,8,Two year,1
15774277,2,Month-to-month,1
15774285,8,Two year,1
15774316,6,One year,1
15774328,1,Month-to-month,1
15774336,9,Two year,1
15774358,4,One year,0
15774382,4,One year,1
15774393,9,Two year,1
15774401,4,One year,0
15774402,5,One year,1
15774491,6,One year,0
15774507,5,One year,0
15774510,4,One year,1
15774536,6,One year,0
15774551,3,One year,1
15774586,10,Two year,1
15774630,1,Month-to-month,1
15774696,1,Month-to-month,1
15774727,1,Month-to-month,0
15774738,3,One year,0
15774744,7,Two year,0
15774847,6,One year,0
15774854,8,Two year,1
15774857,7,Two year,0
15774872,10,Two year,0
15774882,3,One year,1
15774931,7,Two year,1
15774936,6,One year,1
15775042,4,One year,0
15775067,3,One year,1
15775082,1,Month-to-month,1
15775104,1,Month-to-month,0
15775108,1,Month-to-month,1
15775116,3,One year,0
15775124,8,Two year,1
15775131,9,Two year,1
15775153,4,One year,0
15775192,4,One year,0
15775203,3,One year,0
15775206,10,Two year,0
15775234,8,Two year,0
15775235,6,One year,0
15775238,4,One year,1
15775293,3,One year,0
15775294,2,Month-to-month,0
15775295,0,Month-to-month,1
15775306,8,Two year,1
15775307,3,One year,1
15775318,3,One year,1
15775335,4,One year,0
15775339,8,Two year,0
15775430,7,Two year,0
15775433,1,Month-to-month,1
15775490,5,One year,0
15775546,5,One year,0
15775562,5,One year,0
15775572,6,One year,0
15775590,2,Month-to-month,0
15775625,6,One year,0
15775627,8,Two year,1
15775662,8,Two year,0
15775663,6,One year,1
15775678,1,Month-to-month,1
15775703,2,Month-to-month,1
15775709,10,Two year,0
15775741,9,Two year,1
15775750,9,Two year,0
15775756,8,Two year,0
15775761,5,One year,0
15775797,7,Two year,1
15775803,1,Month-to-month,1
15775809,6,One year,1
15775826,1,Month-to-month,1
15775880,9,Two year,1
15775886,3,One year,0
15775888,5,One year,1
15775891,2,Month-to-month,1
15775892,8,Two year,0
15775905,6,One year,1
15775912,4,One year,1
15775949,7,Two year,1
15776047,3,One year,1
15776051,6,One year,1
15776096,3,One year,1
15776124,7,Two year,1
15776128,6,One year,0
15776156,4,One year,1
15776211,6,One year,1
15776223,4,One year,1
15776229,3,One year,0
15776231,4,One year,1
15776233,8,Two year,0
15776348,4,One year,0
15776404,8,Two year,1
15776433,2,Month-to-month,1
15776454,5,One year,0
15776467,8,Two year,0
15776494,5,One year,1
15776518,4,One year,1
15776545,10,Two year,1
15776558,1,Month-to-month,1
15776596,6,One year,0
15776605,7,Two year,0
15776629,4,One year,0
15776631,5,One year,1
15776725,8,Two year,1
15776733,7,Two year,0
15776743,9,Two year,1
15776780,1,Month-to-month,0
15776807,1,Month-to-month,0
15776824,6,One year,1
15776827,5,One year,1
15776844,6,One year,0
15776850,1,Month-to-month,1
15776921,5,One year,0
15776936,7,Two year,1
15776939,3,One year,0
15776947,8,Two year,0
15776985,6,One year,1
15777033,7,Two year,1
15777045,3,One year,0
15777046,9,Two year,0
15777054,3,One year,0
15777060,4,One year,0
15777067,2,Month-to-month,1
15777076,7,Two year,0
15777122,4,One year,1
15777179,9,Two year,1
15777211,7,Two year,1
15777217,10,Two year,1
15777315,6,One year,0
15777352,7,Two year,0
15777436,5,One year,0
15777452,6,One year,0
15777459,4,One year,1
15777504,8,Two year,1
15777553,9,Two year,0
15777576,5,One year,1
15777586,2,Month-to-month,0
15777599,6,One year,1
15777614,1,Month-to-month,1
15777616,10,Two year,0
15777639,10,Two year,0
15777708,3,One year,0
15777743,3,One year,1
15777759,2,Month-to-month,1
15777772,9,Two year,1
15777784,6,One year,1
15777797,5,One year,1
15777826,5,One year,1
15777830,4,One year,0
15777855,7,Two year,1
15777873,5,One year,0
15777892,3,One year,1
15777893,1,Month-to-month,0
15777896,2,Month-to-month,1
15777901,9,Two year,0
15777904,7,Two year,1
15777907,3,One year,1
15777922,1,Month-to-month,1
15777923,6,One year,1
15777958,10,Two year,1
15777994,3,One year,1
15778005,1,Month-to-month,0
15778025,9,Two year,1
15778049,6,One year,0
15778089,2,Month-to-month,0
15778135,3,One year,0
15778142,1,Month-to-month,1
15778149,9,Two year,0
15778154,4,One year,1
15778155,3,One year,1
15778157,8,Two year,0
15778190,8,Two year,1
15778192,4,One year,1
15778219,5,One year,0
15778287,8,Two year,1
15778290,8,Two year,1
15778304,0,Month-to-month,1
15778320,5,One year,0
15778345,1,Month-to-month,0
15778368,4,One year,0
15778395,4,One year,0
15778410,7,Two year,1
15778418,9,Two year,1
15778463,6,One year,0
15778481,1,Month-to-month,1
15778489,9,Two year,1
15778515,3,One year,0
15778526,5,One year,0
15778589,7,Two year,1
15778604,7,Two year,0
15778694,1,Month-to-month,1
15778696,5,One year,0
15778752,10,Two year,1
15778830,2,Month-to-month,0
15778838,9,Two year,0
15778861,6,One year,0
15778884,2,Month-to-month,1
15778897,1,Month-to-month,1
15778915,7,Two year,1
15778934,8,Two year,1
15778936,9,Two year,0
15778947,3,One year,1
15778959,10,Two year,1
15778975,1,Month-to-month,0
15779052,5,One year,1
15779059,4,One year,1
15779064,2,Month-to-month,1
15779103,9,Two year,0
15779174,2,Month-to-month,1
15779176,3,One year,1
15779182,8,Two year,0
15779207,2,Month-to-month,1
15779247,8,Two year,0
15779267,5,One year,0
15779390,4,One year,1
15779414,3,One year,1
15779423,1,Month-to-month,1
15779481,4,One year,1
15779492,6,One year,0
15779496,0,Month-to-month,1
15779497,5,One year,1
15779522,0,Month-to-month,0
15779529,7,Two year,1
15779581,3,One year,1
15779586,3,One year,0
15779620,1,Month-to-month,1
15779627,0,Month-to-month,1
15779659,3,One year,0
15779711,7,Two year,1
15779738,1,Month-to-month,1
15779743,7,Two year,0
15779744,1,Month-to-month,1
15779809,8,Two year,1
15779862,3,One year,1
15779886,7,Two year,0
15779904,5,One year,1
15779913,5,One year,1
15779915,5,One year,0
15779947,6,One year,0
15779973,3,One year,1
15779985,1,Month-to-month,1
15780038,6,One year,0
15780056,4,One year,0
15780088,9,Two year,0
15780124,9,Two year,1
15780128,3,One year,0
15780140,2,Month-to-month,1
15780142,2,Month-to-month,0
15780144,2,Month-to-month,0
15780212,4,One year,0
15780215,6,One year,1
15780220,10,Two year,1
15780254,6,One year,0
15780256,9,Two year,1
15780359,4,One year,1
15780362,9,Two year,0
15780386,5,One year,0
15780409,6,One year,0
15780411,3,One year,0
15780432,3,One year,0
15780492,4,One year,0
15780498,3,One year,1
15780514,8,Two year,0
15780561,9,Two year,0
15780572,4,One year,0
15780628,6,One year,0
15780650,9,Two year,1
15780654,3,One year,1
15780677,4,One year,1
15780716,3,One year,1
15780746,4,One year,1
15780770,7,Two year,1
15780779,4,One year,0
15780804,5,One year,1
15780805,2,Month-to-month,0
15780835,1,Month-to-month,1
15780846,1,Month-to-month,1
15780870,3,One year,1
15780909,7,Two year,0
15780925,1,Month-to-month,1
15780954,4,One year,0
15780961,1,Month-to-month,0
15780966,2,Month-to-month,0
15780989,2,Month-to-month,1
15781034,5,One year,1
15781127,8,Two year,1
15781129,8,Two year,1
15781210,8,Two year,0
15781234,2,Month-to-month,0
15781272,4,One year,1
15781298,3,One year,1
15781307,7,Two year,0
15781326,9,Two year,0
15781347,1,Month-to-month,1
15781409,6,One year,0
15781451,3,One year,0
15781465,8,Two year,0
15781495,2,Month-to-month,1
15781505,4,One year,0
15781530,8,Two year,1
15781534,4,One year,0
15781553,9,Two year,0
15781574,9,Two year,1
15781586,2,Month-to-month,1
15781589,8,Two year,1
15781598,6,One year,1
15781619,1,Month-to-month,0
15781665,5,One year,0
15781678,4,One year,1
15781689,5,One year,0
15781702,9,Two year,1
15781710,7,Two year,0
15781777,3,One year,0
15781802,6,One year,0
15781875,3,One year,1
15781884,9,Two year,1
15781903,2,Month-to-month,1
15781914,9,Two year,1
15781975,3,One year,1
15781987,9,Two year,1
15781989,9,Two year,0
15782089,6,One year,0
15782096,6,One year,1
15782100,3,One year,1
15782121,2,Month-to-month,0
15782144,3,One year,1
15782159,8,Two year,1
15782181,6,One year,0
15782210,1,Month-to-month,0
15782219,9,Two year,0
15782231,6,One year,0
15782236,5,One year,0
15782247,4,One year,1
15782311,9,Two year,1
15782360,2,Month-to-month,1
15782364,3,One year,0
15782390,6,One year,0
15782404,2,Month-to-month,0
15782418,9,Two year,1
15782454,4,One year,1
15782456,9,Two year,0
15782468,3,One year,1
15782475,8,Two year,1
15782530,2,Month-to-month,0
15782531,8,Two year,0
15782550,0,Month-to-month,1
15782569,9,Two year,1
15782574,6,One year,0
15782591,6,One year,0
15782608,5,One year,0
15782630,5,One year,0
15782641,3,One year,0
15782659,0,Month-to-month,0
15782688,0,Month-to-month,0
15782735,3,One year,0
15782736,4,One year,1
15782758,5,One year,1
15782778,4,One year,1
15782802,6,One year,1
15782806,6,One year,0
15782875,5,One year,1
15782879,2,Month-to-month,1
15782899,7,Two year,0
15782939,4,One year,0
15782941,2,Month-to-month,1
15782993,10,Two year,1
15783007,1,Month-to-month,1
15783019,9,Two year,0
15783025,3,One year,0
15783026,2,Month-to-month,0
15783029,7,Two year,1
15783030,7,Two year,0
15783083,9,Two year,0
15783097,6,One year,0
15783225,9,Two year,0
15783276,9,Two year,1
15783305,7,Two year,0
15783338,0,Month-to-month,1
15783349,1,Month-to-month,1
15783398,7,Two year,0
15783444,3,One year,1
15783463,1,Month-to-month,0
15783477,8,Two year,1
15783501,2,Month-to-month,0
15783522,8,Two year,1
15783526,1,Month-to-month,1
15783541,5,One year,1
15783589,9,Two year,0
15783615,3,One year,1
15783629,6,One year,0
15783659,4,One year,1
15783691,1,Month-to-month,0
15783752,4,One year,1
15783816,5,One year,0
15783859,3,One year,1
15783865,5,One year,1
15783875,4,One year,0
15783882,5,One year,1
15783883,1,Month-to-month,0
15783955,4,One year,0
15783958,1,Month-to-month,0
15784000,9,Two year,0
15784010,2,Month-to-month,0
15784042,7,Two year,1
15784092,7,Two year,1
15784097,1,Month-to-month,0
15784099,5,One year,0
15784124,2,Month-to-month,0
15784130,8,Two year,1
15784148,9,Two year,0
15784161,8,Two year,0
15784180,7,Two year,1
15784209,6,One year,1
15784218,0,Month-to-month,1
15784280,2,Month-to-month,1
15784286,5,One year,1
15784301,0,Month-to-month,0
15784320,3,One year,1
15784323,7,Two year,0
15784361,5,One year,1
15784445,1,Month-to-month,0
15784491,6,One year,0
15784526,5,One year,1
15784594,1,Month-to-month,1
15784597,9,Two year,0
15784676,6,One year,0
15784687,1,Month-to-month,0
15784700,7,Two year,1
15784736,6,One year,0
15784761,7,Two year,1
15784844,5,One year,0
15784890,8,Two year,0
15784918,2,Month-to-month,1
15784923,3,One year,1
15784958,10,Two year,1
15785024,9,Two year,0
15785042,8,Two year,0
15785078,3,One year,0
15785167,4,One year,0
15785170,0,Month-to-month,0
15785183,2,Month-to-month,1
15785290,9,Two year,0
15785326,5,One year,0
15785339,9,Two year,0
15785342,9,Two year,1
15785350,7,Two year,0
15785352,6,One year,0
15785358,8,Two year,1
15785367,4,One year,0
15785373,5,One year,0
15785385,5,One year,0
15785406,4,One year,0
15785485,2,Month-to-month,1
15785488,9,Two year,1
15785490,3,One year,1
15785519,6,One year,0
15785542,4,One year,0
15785547,8,Two year,0
15785559,1,Month-to-month,0
15785576,9,Two year,0
15785611,3,One year,1
15785654,6,One year,1
15785705,10,Two year,0
15785782,2,Month-to-month,1
15785798,9,Two year,1
15785815,1,Month-to-month,1
15785819,3,One year,1
15785831,7,Two year,1
15785865,9,Two year,1
15785869,7,Two year,0
15785899,8,Two year,0
15785920,1,Month-to-month,1
15785975,7,Two year,1
15785980,6,One year,0
15786014,5,One year,0
15786035,9,Two year,0
15786042,2,Month-to-month,0
15786063,2,Month-to-month,1
15786078,9,Two year,0
15786153,9,Two year,0
15786167,5,One year,1
15786170,4,One year,0
15786196,3,One year,0
15786199,2,Month-to-month,1
15786200,4,One year,0
15786215,8,Two year,0
15786237,7,Two year,0
15786249,2,Month-to-month,0
15786308,9,Two year,0
15786389,10,Two year,1
15786392,4,One year,0
15786418,6,One year,1
15786433,3,One year,1
15786454,3,One year,1
15786463,8,Two year,0
15786469,1,Month-to-month,0
15786539,1,Month-to-month,1
15786617,3,One year,0
15786643,10,Two year,1
15786680,5,One year,0
15786717,1,Month-to-month,0
15786739,1,Month-to-month,1
15786789,6,One year,1
15786800,5,One year,1
15786852,2,Month-to-month,1
15786905,8,Two year,0
15786993,5,One year,1
15787014,8,Two year,1
15787026,0,Month-to-month,1
15787035,8,Two year,1
15787051,7,Two year,0
15787071,9,Two year,1
15787151,7,Two year,1
15787155,7,Two year,1
15787161,4,One year,0
15787168,8,Two year,1
15787174,1,Month-to-month,1
15787189,8,Two year,0
15787196,2,Month-to-month,1
15787204,1,Month-to-month,0
15787222,1,Month-to-month,1
15787229,2,Month-to-month,0
15787255,2,Month-to-month,1
15787258,6,One year,0
15787318,6,One year,0
15787322,6,One year,1
15787459,3,One year,0
15787470,3,One year,0
15787529,0,Month-to-month,0
15787550,3,One year,1
15787597,1,Month-to-month,1
15787602,5,One year,1
15787619,2,Month-to-month,0
15787655,3,One year,0
15787693,3,One year,0
15787699,4,One year,1
15787710,9,Two year,0
15787756,10,Two year,0
15787772,1,Month-to-month,0
15787825,6,One year,1
15787830,7,Two year,0
15787835,4,One year,1
15787848,9,Two year,0
15787884,7,Two year,1
15787907,5,One year,0
15788022,4,One year,1
15788025,0,Month-to-month,1
15788068,10,Two year,0
15788118,7,Two year,0
15788126,6,One year,1
15788131,6,One year,0
15788151,1,Month-to-month,1
15788183,1,Month-to-month,0
15788189,8,Two year,0
15788215,5,One year,0
15788218,9,Two year,1
15788224,1,Month-to-month,0
15788291,7,Two year,1
15788367,6,One year,1
15788442,2,Month-to-month,1
15788448,3,One year,1
15788480,0,Month-to-month,0
15788483,0,Month-to-month,0
15788494,8,Two year,0
15788535,5,One year,0
15788536,2,Month-to-month,0
15788539,3,One year,0
15788556,4,One year,1
15788634,2,Month-to-month,0
15788659,4,One year,1
15788676,8,Two year,1
15788683,10,Two year,0
15788686,8,Two year,1
15788723,10,Two year,1
15788775,8,Two year,0
15788776,6,One year,0
15788920,4,One year,0
15788930,7,Two year,0
15788946,3,One year,0
15789014,6,One year,0
15789055,2,Month-to-month,0
15789095,4,One year,1
15789097,8,Two year,1
15789109,10,Two year,1
15789158,6,One year,0
15789201,9,Two year,0
15789313,4,One year,0
15789339,4,One year,1
15789371,4,One year,1
15789379,6,One year,0
15789413,3,One year,1
15789425,8,Two year,0
15789432,6,One year,0
15789484,6,One year,1
15789498,3,One year,0
15789546,8,Two year,0
15789548,7,Two year,1
15789557,7,Two year,1
15789560,8,Two year,1
15789563,7,Two year,1
15789582,9,Two year,0
15789611,8,Two year,0
15789669,2,Month-to-month,1
15789714,3,One year,1
15789753,6,One year,1
15789815,5,One year,0
15789863,4,One year,0
15789865,9,Two year,1
15789874,3,One year,0
15789924,4,One year,1
15789936,2,Month-to-month,0
15789941,6,One year,0
15789955,1,Month-to-month,0
15789974,6,One year,0
15790019,9,Two year,1
15790067,3,One year,0
15790093,2,Month-to-month,0
15790113,6,One year,0
15790204,9,Two year,0
15790235,8,Two year,1
15790247,9,Two year,1
15790254,1,Month-to-month,1
15790267,7,Two year,1
15790282,3,One year,1
15790299,9,Two year,1
15790314,0,Month-to-month,1
15790322,0,Month-to-month,0
15790324,6,One year,0
15790336,6,One year,0
15790355,5,One year,0
15790379,8,Two year,1
15790412,8,Two year,1
15790442,2,Month-to-month,1
15790448,6,One year,0
15790455,2,Month-to-month,1
15790489,5,One year,1
15790497,6,One year,0
15790564,9,Two year,1
15790594,6,One year,1
15790596,0,Month-to-month,1
15790599,5,One year,1
15790630,4,One year,0
15790658,8,Two year,1
15790659,7,Two year,1
15790678,8,Two year,0
15790683,1,Month-to-month,1
15790689,9,Two year,1
15790717,7,Two year,0
15790744,9,Two year,0
15790750,10,Two year,1
15790757,10,Two year,0
15790763,2,Month-to-month,0
15790782,6,One year,0
15790809,7,Two year,0
15790810,10,Two year,1
15790829,5,One year,0
15790846,2,Month-to-month,1
15790935,5,One year,1
15790958,4,One year,1
15791006,6,One year,0
15791030,0,Month-to-month,0
15791040,1,Month-to-month,1
15791045,3,One year,1
15791053,4,One year,1
15791102,9,Two year,1
15791111,2,Month-to-month,0
15791114,1,Month-to-month,0
15791131,2,Month-to-month,0
15791172,1,Month-to-month,0
15791174,1,Month-to-month,1
15791191,2,Month-to-month,1
15791216,8,Two year,0
15791268,0,Month-to-month,0
15791279,5,One year,1
15791302,8,Two year,0
15791304,7,Two year,1
15791316,3,One year,1
15791321,4,One year,0
15791326,3,One year,0
15791342,1,Month-to-month,1
15791373,2,Month-to-month,0
15791452,1,Month-to-month,0
15791501,8,Two year,1
15791513,4,One year,1
15791533,6,One year,0
15791535,5,One year,0
15791550,4,One year,0
15791674,10,Two year,1
15791700,2,Month-to-month,1
15791743,1,Month-to-month,1
15791767,7,Two year,0
15791769,9,Two year,0
15791780,10,Two year,1
15791836,5,One year,0
15791842,6,One year,1
15791851,0,Month-to-month,1
15791867,2,Month-to-month,0
15791877,0,Month-to-month,1
15791925,10,Two year,1
15791944,7,Two year,0
15791958,6,One year,1
15791972,7,Two year,0
15791988,4,One year,1
15791991,4,One year,1
15792004,3,One year,0
15792008,9,Two year,1
15792029,6,One year,0
15792064,5,One year,0
15792077,8,Two year,0
15792102,3,One year,0
15792107,8,Two year,1
15792151,3,One year,0
15792176,0,Month-to-month,1
15792180,7,Two year,0
15792222,1,Month-to-month,0
15792228,0,Month-to-month,0
15792232,5,One year,0
15792250,4,One year,1
15792305,6,One year,1
15792328,6,One year,1
15792329,5,One year,0
15792360,7,Two year,1
15792365,4,One year,1
15792388,7,Two year,1
15792453,1,Month-to-month,1
15792473,5,One year,1
15792489,9,Two year,0
15792525,1,Month-to-month,1
15792565,7,Two year,1
15792607,2,Month-to-month,0
15792627,5,One year,1
15792646,1,Month-to-month,1
15792649,9,Two year,0
15792650,0,Month-to-month,1
15792660,2,Month-to-month,0
15792668,7,Two year,0
15792679,2,Month-to-month,1
15792720,6,One year,0
15792722,8,Two year,0
15792726,8,Two year,1
15792729,9,Two year,0
15792818,6,One year,0
15792862,1,Month-to-month,0
15792868,1,Month-to-month,0
15792916,7,Two year,1
15792922,9,Two year,1
15792934,8,Two year,0
15792986,1,Month-to-month,0
15792989,1,Month-to-month,1
15793042,2,Month-to-month,0
15793046,4,One year,1
15793049,8,Two year,0
15793070,2,Month-to-month,0
15793116,7,Two year,0
15793135,7,Two year,1
15793196,9,Two year,1
15793197,8,Two year,0
15793247,5,One year,1
15793307,4,One year,0
15793311,8,Two year,1
15793317,7,Two year,0
15793324,9,Two year,1
15793331,5,One year,0
15793343,8,Two year,1
15793346,3,One year,1
15793366,7,Two year,1
15793424,8,Two year,0
15793425,9,Two year,1
15793455,6,One year,0
15793478,8,Two year,0
15793491,3,One year,0
15793585,8,Two year,1
15793641,3,One year,1
15793671,5,One year,0
15793688,9,Two year,0
15793693,9,Two year,1
15793723,9,Two year,0
15793726,0,Month-to-month,1
15793803,1,Month-to-month,0
15793813,7,Two year,1
15793825,4,One year,0
15793842,2,Month-to-month,0
15793854,2,Month-to-month,1
15793856,3,One year,1
15793881,6,One year,1
15793883,3,One year,0
15793890,4,One year,1
15793896,7,Two year,1
15793901,2,Month-to-month,0
15793949,4,One year,0
15794014,8,Two year,0
15794048,1,Month-to-month,0
15794056,2,Month-to-month,0
15794101,2,Month-to-month,1
15794122,3,One year,1
15794137,0,Month-to-month,1
15794142,5,One year,1
15794159,8,Two year,1
15794171,0,Month-to-month,0
15794178,3,One year,0
15794187,6,One year,0
15794204,7,Two year,1
15794236,10,Two year,1
15794253,6,One year,1
15794257,4,One year,1
15794266,9,Two year,0
15794273,0,Month-to-month,1
15794276,3,One year,1
15794278,6,One year,1
15794297,1,Month-to-month,0
15794323,8,Two year,0
15794345,8,Two year,1
15794356,3,One year,1
15794360,5,One year,0
15794396,7,Two year,0
15794413,0,Month-to-month,1
15794414,6,One year,1
15794468,6,One year,0
15794472,3,One year,0
15794479,8,Two year,1
15794493,7,Two year,1
15794549,2,Month-to-month,1
15794560,5,One year,1
15794566,4,One year,1
15794580,4,One year,0
15794661,2,Month-to-month,0
15794792,8,Two year,1
15794841,5,One year,0
15794849,7,Two year,0
15794868,10,Two year,1
15794870,6,One year,0
15794874,9,Two year,1
15794875,6,One year,1
15794895,1,Month-to-month,1
15794916,7,Two year,1
15794939,5,One year,1
15794941,1,Month-to-month,0
15795079,6,One year,1
15795124,9,Two year,1
15795129,9,Two year,0
15795132,3,One year,0
15795149,2,Month-to-month,1
15795151,3,One year,0
15795166,8,Two year,1
15795186,5,One year,0
15795224,6,One year,0
15795228,3,One year,1
15795246,9,Two year,1
15795275,4,One year,0
